Archive_Date,Group,Hospital_HIPE,Hospital,Specialty_HIPE1,Speciality,Adult_Child,Age_Profile,Time_Bands,Total
28/01/2021,Dublin Midlands Hospital Group,0102,Naas General Hospital,0100,Cardiology,Adult,16-64, 3-6 Months,102
28/01/2021,Dublin Midlands Hospital Group,0102,Naas General Hospital,0100,Cardiology,Adult,16-64, 6-9 Months,77
28/01/2021,Dublin Midlands Hospital Group,0102,Naas General Hospital,0100,Cardiology,Adult,16-64, 9-12 Months,107
28/01/2021,Dublin Midlands Hospital Group,0102,Naas General Hospital,0100,Cardiology,Adult,16-64,12-15 Months,125
28/01/2021,Dublin Midlands Hospital Group,0102,Naas General Hospital,0300,Dermatology,Adult,16-64, 3-6 Months,213
28/01/2021,Dublin Midlands Hospital Group,0102,Naas General Hospital,0300,Dermatology,Adult,16-64, 6-9 Months,114
28/01/2021,Dublin Midlands Hospital Group,0102,Naas General Hospital,0300,Dermatology,Adult,16-64,12-15 Months,117
28/01/2021,Dublin Midlands Hospital Group,0102,Naas General Hospital,1100,Haematology,Adult,16-64, 0-3 Months,39
28/01/2021,Dublin Midlands Hospital Group,0102,Naas General Hospital,1100,Haematology,Adult,16-64, 3-6 Months,31
28/01/2021,Dublin Midlands Hospital Group,0102,Naas General Hospital,1100,Haematology,Adult,16-64, 9-12 Months,12
28/01/2021,Dublin Midlands Hospital Group,0102,Naas General Hospital,1100,Haematology,Adult,16-64,12-15 Months,12
28/01/2021,Dublin Midlands Hospital Group,0102,Naas General Hospital,1100,Haematology,Adult,65+, 6-9 Months,11
28/01/2021,Dublin Midlands Hospital Group,0102,Naas General Hospital,1300,Neurology,Adult,16-64, 0-3 Months,19
28/01/2021,Dublin Midlands Hospital Group,0102,Naas General Hospital,1300,Neurology,Adult,16-64, 9-12 Months,16
28/01/2021,Dublin Midlands Hospital Group,0102,Naas General Hospital,1300,Neurology,Adult,65+, 6-9 Months,2
28/01/2021,Dublin Midlands Hospital Group,0102,Naas General Hospital,1300,Neurology,Adult,65+,12-15 Months,3
28/01/2021,Dublin Midlands Hospital Group,0102,Naas General Hospital,1800,Orthopaedics,Adult,65+, 0-3 Months,99
28/01/2021,Dublin Midlands Hospital Group,0102,Naas General Hospital,1800,Orthopaedics,Adult,65+, 6-9 Months,86
28/01/2021,Dublin Midlands Hospital Group,0102,Naas General Hospital,1800,Orthopaedics,Adult,65+, 9-12 Months,91
28/01/2021,Dublin Midlands Hospital Group,0102,Naas General Hospital,1800,Orthopaedics,Adult,65+,18 Months +,250
28/01/2021,Dublin Midlands Hospital Group,0102,Naas General Hospital,2500,Rheumatology,Adult,16-64,15-18 Months,23
28/01/2021,Dublin Midlands Hospital Group,0102,Naas General Hospital,2500,Rheumatology,Adult,65+, 3-6 Months,17
28/01/2021,Dublin Midlands Hospital Group,0102,Naas General Hospital,2500,Rheumatology,Adult,65+,12-15 Months,7
28/01/2021,Dublin Midlands Hospital Group,0102,Naas General Hospital,2500,Rheumatology,Adult,65+,18 Months +,81
28/01/2021,Dublin Midlands Hospital Group,0102,Naas General Hospital,2600,General Surgery,Adult,65+,15-18 Months,3
28/01/2021,Dublin Midlands Hospital Group,0102,Naas General Hospital,5000,General Medicine,Adult,16-64, 9-12 Months,157
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,2000,Plastic Surgery,Child,16-64, 3-6 Months,5
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,2000,Plastic Surgery,Child,16-64,12-15 Months,15
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,2102,Child/Adolescent Psychiatry,Child,0-15, 0-3 Months,23
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,2102,Child/Adolescent Psychiatry,Child,16-64,12-15 Months,1
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,2500,Rheumatology,Child,0-15, 3-6 Months,92
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,2500,Rheumatology,Child,0-15, 6-9 Months,50
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,2500,Rheumatology,Child,0-15,12-15 Months,72
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,2500,Rheumatology,Child,0-15,15-18 Months,57
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,2500,Rheumatology,Child,16-64, 9-12 Months,8
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,2500,Rheumatology,Child,16-64,15-18 Months,13
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,6200,Clinical Neurophysiology,Child,0-15, 0-3 Months,1
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,6200,Clinical Neurophysiology,Child,0-15, 3-6 Months,2
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,6200,Clinical Neurophysiology,Child,0-15, 6-9 Months,11
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,6200,Clinical Neurophysiology,Child,0-15,12-15 Months,3
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,6200,Clinical Neurophysiology,Child,16-64, 0-3 Months,2
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,6200,Clinical Neurophysiology,Child,16-64, 3-6 Months,1
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,6200,Clinical Neurophysiology,Child,16-64,12-15 Months,1
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,6700,Clinical (Medical) Genetics,Child,0-15, 3-6 Months,153
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,6700,Clinical (Medical) Genetics,Child,0-15, 6-9 Months,97
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,6700,Clinical (Medical) Genetics,Child,0-15,12-15 Months,138
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,6700,Clinical (Medical) Genetics,Child,16-64, 9-12 Months,47
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,6700,Clinical (Medical) Genetics,Child,16-64,15-18 Months,36
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Child,0-15, 9-12 Months,69
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,7200,Paediatric Surgery,Child,0-15, 9-12 Months,422
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,7200,Paediatric Surgery,Child,16-64,18 Months +,26
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,7600,Cardio-Thoracic Surgery,Child,0-15, 0-3 Months,44
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,7600,Cardio-Thoracic Surgery,Child,0-15,18 Months +,7
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,7600,Cardio-Thoracic Surgery,Child,16-64, 0-3 Months,3
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,7600,Cardio-Thoracic Surgery,Child,16-64, 3-6 Months,3
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,7600,Cardio-Thoracic Surgery,Child,16-64, 6-9 Months,2
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,7600,Cardio-Thoracic Surgery,Child,16-64,12-15 Months,1
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,7803,Paediatric Urology,Child,0-15,18 Months +,349
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,7803,Paediatric Urology,Child,16-64, 0-3 Months,2
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,7803,Paediatric Urology,Child,16-64, 6-9 Months,1
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,7803,Paediatric Urology,Child,16-64,15-18 Months,1
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,7900,Clinical Immunology,Child,0-15, 3-6 Months,86
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,7900,Clinical Immunology,Child,0-15, 6-9 Months,43
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,7900,Clinical Immunology,Child,0-15,12-15 Months,120
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,7900,Clinical Immunology,Child,16-64,15-18 Months,2
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,8003,Pain Relief,Child,0-15, 9-12 Months,3
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,8004,Paediatric Anaesthetics,Child,16-64,18 Months +,14
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,8800,Immunology,Child,0-15, 9-12 Months,32
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,8800,Immunology,Child,16-64, 9-12 Months,1
28/01/2021,Dublin Midlands Hospital Group,0102,Naas General Hospital,0000,Small Volume Specialities,Adult,65+, 0-3 Months,4
28/01/2021,Dublin Midlands Hospital Group,0102,Naas General Hospital,0100,Cardiology,Adult,65+,18 Months +,189
28/01/2021,Dublin Midlands Hospital Group,0102,Naas General Hospital,0300,Dermatology,Adult,16-64, 0-3 Months,230
28/01/2021,Dublin Midlands Hospital Group,0102,Naas General Hospital,0300,Dermatology,Adult,65+, 6-9 Months,48
28/01/2021,Dublin Midlands Hospital Group,0102,Naas General Hospital,0300,Dermatology,Adult,65+,12-15 Months,35
28/01/2021,Dublin Midlands Hospital Group,0102,Naas General Hospital,0300,Dermatology,Adult,65+,15-18 Months,28
28/01/2021,Dublin Midlands Hospital Group,0102,Naas General Hospital,0300,Dermatology,Child,0-15, 0-3 Months,1
28/01/2021,Dublin Midlands Hospital Group,0102,Naas General Hospital,0300,Dermatology,Child,0-15, 3-6 Months,2
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1911,Paed Nephrology,Child,0-15,12-15 Months,25
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1911,Paed Nephrology,Child,0-15,15-18 Months,31
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1911,Paed Nephrology,Child,16-64, 6-9 Months,2
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1912,Paediatric Respiratory Medicine,Child,16-64,18 Months +,41
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1915,Paediatric Dermatology,Child,0-15, 3-6 Months,503
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1915,Paediatric Dermatology,Child,0-15,12-15 Months,298
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1915,Paediatric Dermatology,Child,16-64, 9-12 Months,17
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1916,Developmental Paediatrics,Child,0-15, 0-3 Months,81
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1916,Developmental Paediatrics,Child,0-15, 3-6 Months,49
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1916,Developmental Paediatrics,Child,0-15,12-15 Months,54
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1916,Developmental Paediatrics,Child,16-64,15-18 Months,2
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,2000,Plastic Surgery,Child,0-15, 9-12 Months,167
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,2000,Plastic Surgery,Child,0-15,15-18 Months,141
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,2000,Plastic Surgery,Child,16-64, 9-12 Months,7
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,2102,Child/Adolescent Psychiatry,Child,0-15, 9-12 Months,2
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,2500,Rheumatology,Child,16-64,18 Months +,196
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,6200,Clinical Neurophysiology,Child,0-15, 9-12 Months,10
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,6700,Clinical (Medical) Genetics,Child,16-64, 0-3 Months,52
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,6700,Clinical (Medical) Genetics,Child,16-64,18 Months +,216
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,6700,Clinical (Medical) Genetics,Child,65+, 3-6 Months,2
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,6700,Clinical (Medical) Genetics,Child,65+,12-15 Months,2
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,6700,Clinical (Medical) Genetics,Child,65+,15-18 Months,3
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Child,0-15, 0-3 Months,65
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Child,0-15, 6-9 Months,29
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Child,0-15,15-18 Months,39
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Child,0-15,18 Months +,144
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Child,16-64, 3-6 Months,2
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Child,16-64,12-15 Months,8
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,7200,Paediatric Surgery,Child,0-15, 0-3 Months,1029
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,7200,Paediatric Surgery,Child,0-15, 3-6 Months,848
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,7200,Paediatric Surgery,Child,0-15, 6-9 Months,544
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,7200,Paediatric Surgery,Child,0-15,12-15 Months,331
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,7200,Paediatric Surgery,Child,0-15,15-18 Months,307
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,7200,Paediatric Surgery,Child,16-64, 6-9 Months,11
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,7600,Cardio-Thoracic Surgery,Child,0-15, 9-12 Months,10
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,7600,Cardio-Thoracic Surgery,Child,0-15,15-18 Months,3
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,7600,Cardio-Thoracic Surgery,Child,16-64, 9-12 Months,2
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,7803,Paediatric Urology,Child,16-64, 9-12 Months,1
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,7900,Clinical Immunology,Child,16-64, 0-3 Months,3
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,7900,Clinical Immunology,Child,16-64,18 Months +,71
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,8003,Pain Relief,Child,0-15, 3-6 Months,7
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,8003,Pain Relief,Child,0-15, 6-9 Months,3
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,8003,Pain Relief,Child,0-15,12-15 Months,3
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,8004,Paediatric Anaesthetics,Child,0-15, 0-3 Months,10
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,8004,Paediatric Anaesthetics,Child,0-15, 3-6 Months,2
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,8004,Paediatric Anaesthetics,Child,0-15, 6-9 Months,7
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,8004,Paediatric Anaesthetics,Child,0-15,15-18 Months,2
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,8004,Paediatric Anaesthetics,Child,16-64, 3-6 Months,3
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,8800,Immunology,Child,0-15, 0-3 Months,62
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,8800,Immunology,Child,0-15, 3-6 Months,40
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,8800,Immunology,Child,0-15, 6-9 Months,13
28/01/2021,Dublin Midlands Hospital Group,0102,Naas General Hospital,1100,Haematology,Adult,16-64, 6-9 Months,18
28/01/2021,Dublin Midlands Hospital Group,0102,Naas General Hospital,1100,Haematology,Adult,16-64,15-18 Months,11
28/01/2021,Dublin Midlands Hospital Group,0102,Naas General Hospital,1100,Haematology,Adult,65+, 9-12 Months,5
28/01/2021,Dublin Midlands Hospital Group,0102,Naas General Hospital,1300,Neurology,Adult,16-64, 3-6 Months,21
28/01/2021,Dublin Midlands Hospital Group,0102,Naas General Hospital,1300,Neurology,Adult,16-64, 6-9 Months,14
28/01/2021,Dublin Midlands Hospital Group,0102,Naas General Hospital,1300,Neurology,Adult,16-64,12-15 Months,26
28/01/2021,Dublin Midlands Hospital Group,0102,Naas General Hospital,1300,Neurology,Adult,16-64,15-18 Months,17
28/01/2021,Dublin Midlands Hospital Group,0102,Naas General Hospital,1800,Orthopaedics,Adult,16-64, 9-12 Months,212
28/01/2021,Dublin Midlands Hospital Group,0102,Naas General Hospital,2500,Rheumatology,Adult,65+, 9-12 Months,13
28/01/2021,Dublin Midlands Hospital Group,0102,Naas General Hospital,2600,General Surgery,Adult,16-64, 9-12 Months,7
28/01/2021,Dublin Midlands Hospital Group,0102,Naas General Hospital,2600,General Surgery,Adult,65+, 0-3 Months,94
28/01/2021,Dublin Midlands Hospital Group,0102,Naas General Hospital,2600,General Surgery,Adult,65+, 3-6 Months,67
28/01/2021,Dublin Midlands Hospital Group,0102,Naas General Hospital,2600,General Surgery,Child,0-15, 0-3 Months,3
28/01/2021,Dublin Midlands Hospital Group,0102,Naas General Hospital,5000,General Medicine,Adult,16-64, 0-3 Months,405
28/01/2021,Dublin Midlands Hospital Group,0102,Naas General Hospital,5000,General Medicine,Adult,16-64, 3-6 Months,327
