ArchiveDate,Adult_Child,HospitalName,0-6 Months,6-12 Months,12-18 Months,18 Months +,Total
25/04/2024,Child,Tallaght University Hospital,20,6,0,0,26
25/04/2024,Child,Tipperary University Hospital,268,54,2,0,324
25/04/2024,Child,University Hospital Kerry,714,268,53,12,"1,048"
25/04/2024,Child,University Hospital Limerick,"2,805",788,248,134,"3,975"
25/04/2024,Child,University Hospital Waterford,"2,127","1,068",373,290,"3,857"
25/04/2024,Child,Wexford General Hospital,675,284,96,0,"1,055"
30/05/2024,Adult,Bantry General Hospital,793,99,14,0,905
30/05/2024,Adult,Beaumont Hospital,"26,268","12,243","2,373",253,"41,137"
30/05/2024,Adult,Cavan General Hospital,"5,011","2,677",225,58,"7,971"
30/05/2024,Adult,Connolly Hospital Blanchardstown,"4,771",292,18,0,"5,081"
30/05/2024,Adult,Coombe Women and Infants University Hospital,"1,507",761,150,19,"2,437"
30/05/2024,Adult,Cork University Hospital,"15,456","6,809","3,523","4,979","30,767"
30/05/2024,Adult,Cork University Maternity Hospital,"2,159",47,5,0,"2,211"
30/05/2024,Adult,Croom Orthopaedic Hospital,"3,138","1,291",477,103,"5,009"
30/05/2024,Adult,Ennis Hospital,497,335,274,75,"1,181"
30/05/2024,Adult,Galway University Hospitals,"21,837","8,616","4,210","6,333","40,996"
30/05/2024,Adult,Letterkenny University Hospital,"8,179","2,432",983,"1,801","13,394"
30/05/2024,Adult,Louth County Hospital,"1,478",344,0,1,"1,824"
30/05/2024,Adult,Mallow General Hospital,"2,401",861,337,91,"3,690"
30/05/2024,Adult,Mater Misericordiae University Hospital,"22,650","7,106","3,314","4,853","37,924"
30/05/2024,Adult,Mayo University Hospital,"3,769","1,095",263,217,"5,343"
30/05/2024,Adult,Mercy University Hospital,"2,988","1,344",569,808,"5,708"
30/05/2024,Adult,Midland Regional Hospital Mullingar,"4,681","2,080","1,106","1,173","9,039"
30/05/2024,Adult,Midland Regional Hospital Portlaoise,"2,356","1,001",363,389,"4,109"
30/05/2024,Adult,Midland Regional Hospital Tullamore,"8,859","2,012",251,0,"11,122"
30/05/2024,Adult,Naas General Hospital,"6,328","2,804","1,011",146,"10,288"
30/05/2024,Adult,National Maternity Hospital (Holles Street),"2,624",534,123,1,"3,282"
30/05/2024,Adult,National Orthopaedic Hospital Cappagh,"2,560","1,968",570,234,"5,332"
30/05/2024,Adult,Nenagh Hospital,382,261,201,88,932
30/05/2024,Adult,Our Lady of Lourdes Hospital Drogheda,"8,554","3,257",429,47,"12,286"
30/05/2024,Adult,Our Lady's Hospital Navan,"3,705","1,873",651,105,"6,334"
30/05/2024,Adult,Portiuncula University Hospital,"2,014",363,142,73,"2,592"
30/05/2024,Adult,Roscommon University Hospital,"2,808",652,168,112,"3,740"
30/05/2024,Adult,Rotunda Hospital,"3,741",808,1,0,"4,550"
30/05/2024,Adult,Royal Victoria Eye and Ear Hospital,"5,339","2,802","1,727","1,479","11,347"
30/05/2024,Adult,Sligo University Hospital,"7,499","2,146",860,"1,401","11,905"
30/05/2024,Adult,South Infirmary Victoria University Hospital,"12,099","6,713","3,046","3,945","25,803"
30/05/2024,Adult,St. Columcille's Hospital,"2,218","1,476","1,193","4,299","9,185"
30/05/2024,Adult,St. James's Hospital,"17,377","4,997","1,507","1,080","24,960"
30/05/2024,Adult,St. John's Hospital Limerick,378,268,58,0,703
